step,MeanTotalloss,MeanLabeledCEloss,MeanViewRegularizationLoss
0,1.0927227586507797,1.0927227586507797,2.2058592695328922
1,1.104513780772686,1.0488597891396947,2.226159685684575
2,1.147769370012813,1.0358672211567561,2.2380429883797963
3,1.2026468225651317,1.0359217360615731,2.2230011673437224
4,1.2574021476838324,1.0354056487480798,2.2199650393591988
5,1.311244855158859,1.03560741311974,2.205099529855781
6,1.3620582004388173,1.0354599404666158,2.1773218143317434
7,1.4161830228235988,1.035657734175523,2.174430212378502
8,1.4683784377243785,1.0359263327386645,2.162260575261381
9,1.519326827261183,1.0344604921009806,2.154961413310634
10,1.572131964729892,1.0343539191616906,2.1511121531327566
11,1.6144808034102123,1.032348904841476,2.1168432734906673
12,1.6597797986533906,1.0341720147265328,2.085359321037928
13,1.6759117007255555,1.0326609945959515,1.9792330289880435
14,1.6545088903771505,1.0340684369206428,1.7726869932479328
15,1.6164841257863574,1.0330473338564237,1.555831366032362
16,1.6186639986104436,1.0308729930056466,1.4694775545762644
17,1.6182167334689035,1.03097106864055,1.381754493382242
18,1.6360224339697096,1.0305696076816984,1.3454506655534109
19,1.6397160306572913,1.0333844827281105,1.276487493928936
20,1.649990700185299,1.0306214529607032,1.2387384766919745
21,1.673836943341626,1.0266249406668875,1.2327848023010626
22,1.6944353838761648,1.026900260647138,1.2137002392775482
23,1.7256320736474462,1.0250568817059198,1.2183916269491115
24,1.7454377394583491,1.0233383393949933,1.2034990215674042
25,1.7596146414677303,1.0216988114847076,1.1806653266151745
26,1.7550443902611732,1.0195856692062484,1.131474993750453
27,1.769922057290872,1.017584397064315,1.1145742643210623
28,1.8085769030782912,1.0185848735272884,1.1285600340614717
29,1.8497382152411672,1.0144339130984412,1.1521438957916366
30,1.8208102729585436,1.0180224155386288,1.070383766459094
31,1.8397950715488858,1.016943530490001,1.0617439178129038
32,1.853289119568136,1.0093537117044131,1.0549192897975446
33,1.8390650691257582,1.0103264358308581,1.0045316348887152
34,1.8663628309965135,1.0004032636682192,1.0187759546356068
35,1.8955506584710544,1.0009040382173326,1.022453296308716
36,1.8438353093134032,0.9820102060834567,0.9575834088441398
37,1.9056307822465897,0.9834530844456619,0.9969488498237398
38,1.9144374930196337,0.9954935108621915,0.9673094655904505
39,1.9219385516312388,0.9888752820591132,0.956988000869751
40,1.8501132812764909,0.9696846750875314,0.8804285875625081
41,1.9287764168447918,0.9649404475258456,0.9403277835498254
42,1.9705584411819776,0.9685914853380786,0.9542542768021425
43,2.00510335870915,0.974208585669597,0.9589718595768014
44,1.9325569343235758,0.9771512769990497,0.8685505903843377
45,1.945403258005778,0.9695262374149428,0.8674462556218108
46,1.9589408389396137,0.9607797387573455,0.8679661643173959
47,1.901378637386693,0.9539230383104749,0.806345194288426
48,1.9662358512481053,0.9426170743174023,0.8530156704079773
49,1.9624501605828604,0.9301567127307256,0.8426885093251865
50,1.9681292841831843,0.9467214031351937,0.8171263048218356
51,2.2699994113710193,1.0084888575805557,0.9894200606271625
52,2.1690669738584094,0.955439095861382,0.9335599386029774
53,2.236329018076261,0.9640799535645379,0.9601880200207233
54,2.1481978862649864,0.9445831731375721,0.891566415462229
55,2.121622804469532,0.9347288890845246,0.8631955585132043
56,2.2091588338216144,0.9496768618623416,0.8996299706813362
57,2.1139847223129538,0.9234082543187672,0.8354922728613019
58,2.2056151950524914,0.935369220500191,0.8760317334284385
59,2.185500969323847,0.9253261502418253,0.8543558423924777
60,2.1391542481879395,0.924844333032767,0.8095399133033223
61,2.1151263223754033,0.8945914142661624,0.8003507430561715
62,2.109547804130448,0.8894731777202752,0.7871449204161763
63,2.1540218309395844,0.8751951724497808,0.8119534369972017
64,2.1011355630225603,0.8672713397070766,0.7711651529909835
65,2.1618429655830065,0.8955896316510108,0.7792328477733665
66,2.0652052227821613,0.8913000714033842,0.7114576410916117
67,2.1081095170643596,0.8673674098526438,0.740741532916824
68,2.1140500607589883,0.8386863501535522,0.7502139394481977
69,2.1332891241543823,0.8667732871448001,0.7342120798511638
70,2.046904636836714,0.8564459892403748,0.680262095005148
71,2.1207861666878065,0.810159484617826,0.7383812555836307
72,2.093062895660599,0.852132780622277,0.6894055966494812
73,2.0736905767064955,0.8767292880090989,0.6558691822302838
74,2.1388624293936624,0.831798928996755,0.7065207976227005
75,2.0701004881825713,0.8392306621703837,0.6564639095734391
76,1.9742820839087167,0.8309471532288525,0.6017552335643106
77,2.1258999870883093,0.8627979976332022,0.6561568981243504
78,2.090415829834011,0.7870537966075871,0.6683908114209771
79,2.0858437500066227,0.8280932903910677,0.6368356593988008
80,1.9736315180030135,0.8107951405354672,0.5814181809106634
81,2.0360450329465998,0.8073198600258265,0.6067778632872635
82,2.0793456124762693,0.8113315397045678,0.6185434564741121
83,2.081687203546365,0.8042744915415015,0.6156205958376328
84,2.1237309540311498,0.8067431561648846,0.6271370679554013
85,2.0432229460941422,0.8138403046876193,0.5785329903993341
86,2.004408487263653,0.8036654800280101,0.5584851105180052
87,2.0467360463407305,0.8011693491962635,0.572674337733123
88,2.0434463371833167,0.7545092370257609,0.5858805044968095
89,2.068414953351021,0.7955264815750221,0.5720847173076536
90,1.9429384078416558,0.7653539541694853,0.5233708768565621
91,1.9642772489951716,0.8069714591321018,0.5087058291511817
92,1.9796676658921772,0.7590242290248473,0.5307145277866059
93,1.9113683878547616,0.750573519606971,0.4992666060001486
94,1.9238499018053214,0.7645790887789594,0.4933067295545091
95,1.9250252563506365,0.6905225767935109,0.5197906060040824
96,1.9736020159390237,0.7304750921101206,0.5179695665939814
97,1.9532701805233956,0.7389978998030226,0.5007308219869931
98,1.7837072562012408,0.7098988781786627,0.4382891298426936
99,1.8716343940960036,0.6886965967197385,0.477954659704119
100,1.9070736184716224,0.7371994805211822,0.4679496569972899
101,2.297286574708091,0.8132489924112127,0.5877376610930595
102,2.25269089250101,0.8071716647646907,0.5668702916759584
103,2.2354822813636726,0.7896955289257069,0.5614705989137292
104,2.3360951931940184,0.8013310089500414,0.5902939392046795
105,2.3361447633140617,0.7907576000938813,0.5887189482649168
106,2.3158810060057373,0.7613752281448494,0.5866059836517605
107,2.475436040924655,0.7890143729746342,0.6304379789365663
108,2.229062246034543,0.7581024919765897,0.5447998906278776
109,2.4802688585387336,0.7910887983452994,0.6198825706624322
110,2.318964860836665,0.7976678525149409,0.5531989046993355
111,2.2828306309464903,0.7212402865497602,0.5627352524031367
112,2.3233614495231047,0.7335623935427672,0.5677853747064041
113,2.236581787591179,0.7593713540823147,0.5229063493820528
114,2.392793474346399,0.7980976778806912,0.5595423934929487
115,2.3553183269169597,0.7718217016107196,0.5507814491995506
116,2.31830806111296,0.7675451520009018,0.5347458493481908
117,2.3947033378813,0.7057248198660091,0.5774285713521142
118,2.2209053293698364,0.7406070475337199,0.5017960492935446
119,2.3770011860463356,0.7058132236176687,0.5617438283748925
120,2.2663045927882193,0.7436950660155465,0.507536486763921
121,2.1792024771372476,0.7288182023550487,0.479465860231883
122,2.4264411845968827,0.7922171390822365,0.5358111495255596
123,2.3430533616079225,0.7182336732176029,0.5283966411422524
124,2.341854666587379,0.6941475619367945,0.531518413240297
125,2.357925053520335,0.7485461970118599,0.5150012345441307
126,2.276563057055076,0.7016487347479495,0.4999728061258793
127,2.286681885893146,0.6712714590235717,0.5087906944668955
128,2.054444237922629,0.6849046087487497,0.42798114262210823
129,2.1953150764107705,0.6813037316478181,0.46946089370176197
130,2.3528201191789573,0.7185958470502455,0.5028382539386964
131,2.232612325168318,0.7670143849203467,0.4475108409300447
132,2.217277824216419,0.6810138897404411,0.4655345038096938
133,2.0276452420279383,0.6661471124634974,0.4094731065030727
134,2.1856434617605474,0.6516607000408435,0.45790528924100926
135,2.172063358169463,0.6717952959449677,0.44452386021924517
136,2.193945439532399,0.6721221642662486,0.44759507646473745
137,1.9245576098975208,0.6064349372906387,0.38485333560448554
138,1.9660414217246904,0.6326157183147896,0.38650020566872423
139,2.0713276917942696,0.6282775650943828,0.4152662280429569
140,1.9783283634732167,0.6266997954555336,0.3861795995074014
141,1.9894202049407694,0.6050949643366039,0.39271639114659695
142,2.2144122301704354,0.6312633545212318,0.4459574438424574
143,2.0471536197389164,0.615163714543774,0.40055663106549116
144,1.9155737993617852,0.5963917681562937,0.3664394374522898
145,2.02783612890376,0.6062033183723139,0.39217455274321966
146,1.8954072195829617,0.5857494872600607,0.35881032765222093
147,1.8973166779511506,0.6152001906432107,0.3488752284863343
148,1.955427075901793,0.5781467379749099,0.37223792278414797
149,1.926143051456246,0.592302690334327,0.35807794582409164
150,1.9088066566114625,0.5167728763337638,0.3712090083087484
151,2.407085907500651,0.6709856677172259,0.4598941078254332
152,2.533233441536625,0.6687204765830024,0.4906613126552353
153,2.662366820747654,0.6798913544803832,0.5182942485747238
154,2.6866728373906676,0.6684368400737589,0.5242171552523763
155,2.6374935915072757,0.7213488598011383,0.4944889804865751
156,2.6071896630442803,0.7061343202150728,0.4874501034876125
157,2.5427995019488865,0.7151615383653229,0.46564022864525517
158,2.6156038625993663,0.6899084710431149,0.4875178074981603
159,2.5901040219598346,0.6558833376425254,0.4865963877282209
160,2.3936791837215425,0.6493130378957883,0.43609152966592873
161,2.4379350218301017,0.6572314733660379,0.4424108128580782
162,2.477788394648168,0.6497002516690776,0.45137978822717234
163,2.5116645398653215,0.6474343703580517,0.45747980187750525
164,2.5147613007575274,0.6661008376837344,0.45089280121028424
165,2.531393757296933,0.6626591767556521,0.4530265725735161
166,2.4527916468679907,0.584843802559044,0.45010792534384464
167,2.4419208183470698,0.6414746587041388,0.4312445998812715
168,2.504584104733335,0.6460853518901988,0.44249971642469366
169,2.324951951454083,0.6079515607932181,0.40639061311052904
170,2.4723207521769734,0.630653652615082,0.4333334225229919
171,2.398466675976912,0.6411388817096142,0.4110708195302222
172,2.252949146036473,0.5915077841334602,0.3863817071697364
173,2.3749162771635586,0.6137681770426234,0.4072018685647183
174,2.4252375380860434,0.5744265334611555,0.42547379246292016
175,2.334497111125125,0.6480997781192248,0.38546224787520866
176,2.482420492793123,0.6111762454590891,0.4252827873556978
177,2.330712974050807,0.6093022094033586,0.389019383991965
178,2.3396533336490393,0.5763677589606035,0.39624395401527485
179,2.164447409990761,0.5744923364232489,0.355297233741213
180,2.3613417987090846,0.5555428910936725,0.401288653519522
181,2.4637796844045323,0.5803751921853791,0.41622200208819576
182,2.097597590295805,0.5434309853230458,0.3415750660209192
183,2.2246779680665996,0.5275886370194687,0.37094847709457907
184,2.397640866744849,0.5559357636277127,0.40037066681931416
185,2.245615791860554,0.5507103308824096,0.3664660385188957
186,2.2866024301904773,0.5206596225661694,0.37977264332067634
187,2.3651513835208284,0.5854509114090535,0.3806845906449275
188,2.113263514161938,0.5116930477231638,0.34075967501331533
189,2.2877673896650474,0.5619783511715165,0.3652463584595049
190,2.076343471163677,0.49965763689998915,0.33193386264869734
191,2.194852883989612,0.447286481911634,0.36598249580193726
192,2.2990120239348877,0.5513216114710505,0.3641021785636743
193,2.055364690721035,0.4460235872534213,0.3335422071214351
194,2.035381311136815,0.437966232703516,0.32936392503583595
195,1.9781632781442668,0.5155956902594312,0.3000138577539474
196,2.0390812385827304,0.464653913690757,0.3213116924174958
197,2.021365714176661,0.44143115973087677,0.3207988894544542
198,1.908102412852976,0.41650153575294424,0.3013335061052607
199,2.0721624496082467,0.4107666315713693,0.3339489046484232
200,1.9400129260288344,0.4097066719191049,0.3060612508147541
201,2.9638054620060656,0.5863365738687498,0.4731281425389979
202,3.038086595469051,0.5937361958583096,0.4840297869613601
203,2.794349953076906,0.5714115949626868,0.4380174163366771
204,2.6925762958824633,0.6093245030039927,0.4084807520939244
205,2.671728068590164,0.5742875615820265,0.4092566934828129
206,3.217511987561981,0.651212581640251,0.49831057800393963
207,2.6980657271626924,0.6141426608531244,0.40269045901691747
208,2.6880472297469775,0.5923622445987147,0.4030163608439681
209,2.7695851827661198,0.5659841800905876,0.4217418378322489
210,3.1182128769242103,0.5833319543944097,0.48283448300013937
211,2.7815642777416443,0.5723237534092126,0.41881338887227076
212,2.732226770288414,0.5463506618389098,0.4124294761309607
213,2.82394041178955,0.6127590483165174,0.4152453038841486
214,3.0055539494794274,0.6544937709332165,0.43945048010080223
215,2.806803274196055,0.6092141538337273,0.408853772140315
216,2.589733190461993,0.5065934619441838,0.3857666005018271
217,2.6015046033594342,0.5822442651438097,0.3722138761672088
218,2.8365244559115834,0.5847716212866803,0.41316564628957875
219,2.7207748358448347,0.5207154865374832,0.40183731182478366
220,2.940411580250495,0.5741814584496322,0.43022365202972046
221,2.960798064743479,0.5674803203985597,0.4331796751409355
222,2.8545000886751546,0.5302192406696425,0.4187893356351803
223,3.1568379472527237,0.6061952270767303,0.4575143848183668
224,2.762395878425903,0.5490959745048005,0.395232128051834
