step,raw_bacc,ema_bacc
0,33.33333333333333,33.33333333333333
1,33.33333333333333,33.33333333333333
2,33.33333333333333,33.33333333333333
3,33.33333333333333,33.33333333333333
4,33.33333333333333,33.33333333333333
5,33.33333333333333,33.33333333333333
6,33.33333333333333,33.33333333333333
7,33.33333333333333,33.33333333333333
8,33.33333333333333,33.33333333333333
9,33.33333333333333,33.33333333333333
10,33.33333333333333,33.33333333333333
11,33.33333333333333,33.33333333333333
12,33.33333333333333,33.33333333333333
13,33.33333333333333,33.33333333333333
14,33.33333333333333,33.33333333333333
15,33.33333333333333,33.33333333333333
16,33.33333333333333,33.33333333333333
17,33.33333333333333,33.33333333333333
18,33.33333333333333,33.33333333333333
19,33.33333333333333,33.33333333333333
20,33.33333333333333,33.33333333333333
21,33.33333333333333,33.33333333333333
22,33.33333333333333,33.33333333333333
23,33.33333333333333,33.33333333333333
24,33.33333333333333,33.33333333333333
25,33.33333333333333,33.33333333333333
26,33.33333333333333,33.33333333333333
27,33.33333333333333,33.33333333333333
28,33.33333333333333,33.33333333333333
29,33.33333333333333,33.33333333333333
30,33.33333333333333,33.33333333333333
31,33.33333333333333,33.33333333333333
32,33.33333333333333,33.33333333333333
33,33.33333333333333,33.33333333333333
34,33.33333333333333,33.33333333333333
35,33.33333333333333,33.33333333333333
36,33.33333333333333,33.33333333333333
37,40.05282543375012,33.33333333333333
38,35.08771929824561,33.33333333333333
39,39.868663371135014,33.33333333333333
40,37.97373267422701,34.64912280701755
41,39.10536008529611,34.64912280701755
42,42.06164582727537,35.52631578947369
43,39.289522147911214,36.65794320054279
44,45.8248521857129,37.7895706116119
45,33.33333333333333,39.10536008529611
46,41.73693903266453,40.421149558980325
47,42.42996995250558,41.29834254143647
48,43.561597363574684,42.17553552389261
49,44.368517980032955,42.614132015120674
50,42.17553552389261,43.05272850634874
51,41.991373461277504,42.17553552389261
52,46.40399340893671,41.73693903266453
53,47.28118639139285,40.421149558980325
54,47.351458757390716,40.421149558980325
55,45.96539691770864,42.86856644373365
56,41.92110109527964,42.86856644373365
57,51.62353397305418,43.12300087234661
58,52.9393234467384,44.87738683725889
59,45.86846951633227,46.1931763109431
60,48.640593195696425,46.81593486478627
61,51.92158573228652,47.693127847242415
62,49.51778617815257,48.57032082969856
63,53.404574973344964,49.19307938354173
64,51.298827178443354,49.19307938354173
65,43.23689056896385,49.88611030338277
66,52.219637491518846,49.88611030338277
67,60.211301735000475,50.32470679461084
68,59.61411601739424,50.763303285838916
69,51.55109720877316,51.201899777066984
70,58.68469516332267,51.52552437253624
71,56.99222981016345,51.456334205679944
72,54.64576328446499,52.14936512552099
73,52.70613305779602,52.35801782523143
74,62.31911982391208,53.48964523630054
75,55.33343026073471,52.17385576261632
76,54.226293486760945,52.91158621221831
77,55.80296353177101,53.35018270344638
78,53.767488102867254,54.43602838561296
79,55.36328484140136,53.44386350739801
80,51.640496268295045,53.90695063572141
81,56.400149249377264,54.78414361817756
82,50.69303091984104,55.08327757655147
83,61.183210668413246,54.6446810853234
84,49.794546845577706,53.882459998626075
85,63.491165020312415,54.52970918956459
86,58.291833348860536,56.169123258718045
87,55.98496119610296,56.169123258718045
88,61.08844766532003,58.8943830100381
89,58.06188955734291,58.45578651881004
90,52.89029512041111,58.8943830100381
91,54.66917172241874,58.132161923340774
92,62.93759663332552,58.45578651881004
93,62.7342608250498,57.83302796496685
94,64.07242358968278,57.83302796496685
95,60.42310692786249,58.38659635195375
96,59.493733125927506,59.35747013836151
97,61.2747270740817,60.558287716286905
98,62.94399572390182,60.23466312081766
99,60.858503873802405,60.67325961204572
100,61.53024370183625,61.59943386869254
101,60.30813503210367,58.98914601313131
102,61.73677905540013,59.24249824260271
103,67.90801966026476,58.91887364713345
104,53.74299746577192,59.19671651370017
105,62.34676295415898,57.718056069208046
106,60.685022646193346,60.258071558771405
107,65.75870158688035,61.414189606935864
108,60.42310692786249,60.39753409162557
109,54.411537748517624,59.635313004928236
110,59.608705021686326,59.750284900687056
111,63.788181632539754,60.4433158205281
112,74.2390963731272,61.992248631018086
113,71.72465371980077,63.88929667407267
114,70.24686373983556,65.41373884746731
115,65.3669219715598,64.1884306324466
116,57.147478334843704,64.39708333215704
117,64.74411636558006,63.704052412315995
118,55.85081555468352,64.3513016032545
119,56.81957199494471,65.3679571185648
120,65.92152550555168,64.74519856472162
121,53.192628624073194,66.59326533358552
122,67.5428950803227,67.31078689052191
123,66.21854211777902,68.78944733501405
124,69.09074569167112,69.55166842171137
125,61.41099006164771,69.55166842171137
126,71.3561178599559,69.5974501506139
127,70.28619932602518,68.53609510554264
128,79.20951940006643,70.19891761264988
129,77.57422239286464,70.9611386993472
130,68.11878970612177,71.00692042824973
131,64.74839811000979,72.02357594356002
132,69.89870145513439,74.08029541213436
133,77.53700415282158,75.30560362715511
134,65.92792459612798,74.173976216086
135,68.47643299634592,74.173976216086
136,76.82825781935931,74.72754460307289
137,71.48061781337428,74.2900303109864
138,76.39253150846326,73.36385605433958
139,78.63557743793588,74.26553967389106
140,77.62103926877217,74.2208401441301
141,77.45605095181767,74.70413616511912
142,82.9715965072258,74.40500220674521
143,75.18743218610814,75.33117646339203
144,81.06598497531175,74.54446473959936
145,83.53161103692557,75.585610892005
146,81.52582550621042,77.34319640220542
147,75.66644646266742,78.05963576000022
148,85.46583026788664,78.70688495093874
149,78.3821781563279,79.46910603763607
150,86.52182136938656,79.3296435047819
151,68.76290992997701,77.06318913735554
152,78.97832872692916,76.8545364376451
153,75.09266918301493,77.06318913735554
154,73.10309311335517,77.3868137328248
155,78.14263572894582,78.84098354022159
156,64.34229111909742,80.41012524337717
157,75.27471389948346,80.61557839779945
158,59.67387223086412,80.87001282641243
159,69.5885102446617,80.38671680542343
160,64.50669128434453,80.73483203798801
161,77.79675547286926,79.18589922749803
162,64.25653860016128,77.29205072973159
163,76.77786498107092,76.27647741356287
164,70.13184479194017,77.29205072973159
165,82.91296954503407,76.64480153879309
166,82.63404447932575,79.62769526401424
167,85.025116430512,82.5169081852838
168,77.28885118444344,82.12409342295824
169,77.57109342578138,82.56160771504474
170,82.82568783165874,81.47576203287814
171,84.52264666386236,81.24261869607237
172,80.2717449096646,82.76706086946702
173,72.73573355692507,81.14785569297916
174,81.7589688430162,79.78308494510428
175,83.28557541469401,79.59892288248916
176,77.30273156473763,79.39027018277872
177,78.03298072462171,78.74302099184021
178,90.24136334506814,80.08330110261977
179,81.9356496159134,80.73055029355828
180,78.34804183123151,82.0250486754353
181,82.36151850419375,82.3731639079999
182,75.31833123010281,82.18900184538481
183,74.24100198465912,82.99592246184308
184,83.28232881726926,81.21704585983545
185,74.90634272211666,81.45018919664123
186,76.71182730736619,80.63898683575323
187,86.14185184035023,80.82314889836832
188,87.61623054041262,81.9781847473912
189,88.6679398974828,82.37208170885833
190,68.84475712157612,84.54377307319149
191,87.3925682091298,86.41633047915073
192,65.85228828655882,86.69525554485902
193,79.9448737167706,86.87941760747414
194,89.74413989164835,86.46103000891166
195,86.62606537800275,87.54687569107826
196,88.86694690919221,87.80131011969124
197,93.15506690343302,88.12493471516048
198,84.9791700191314,89.09580850156826
199,92.01915774793417,89.99749212111972
200,89.4194330970375,90.27641718682804
201,68.16664172903427,90.9683659075275
202,84.5174944549057,90.02198275821507
203,82.23690092043388,90.83318511910306
204,72.44932720149889,90.87896684800559
205,62.4552887072049,89.8825202253609
206,85.57007427650282,89.28533450775467
207,69.8699290736093,89.33003403751562
208,83.89560636558944,89.74733943693649
209,79.95564865604982,89.19377104994962
210,85.06981596027293,87.92056375987977
211,83.60920001016326,88.75197501343338
212,81.31712575436337,89.10009024599798
213,80.73055029355828,89.00532724290477
214,77.40544637891462,87.3872042655585
215,82.19885926800052,86.07249699101587
216,87.18819725384911,84.917461141993
217,75.71114599242836,85.33156699612573
218,82.40313611900802,86.3024407825335
219,86.39828598476828,86.949689973472
220,73.01569376963837,86.23216841653564
221,69.74855808727418,88.63700311767457
222,74.72330991077975,87.66504713212522
223,90.75987789029512,89.05002677266572
224,74.78784191611356,90.29982562478179
